113,113,113,113,113,113,113,113,113,113,113,113,113,113,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,102,102,102,2,2,2,2,2,101,3,3,3,3,3,3,132,132,132,132,132,3,3,3,3,3,105,105,105,105,105,105,105,105,105,105,105,105,105,105,143,143,143,143,143,143,143,143,143,143,143,143,143,143
113,113,113,113,113,113,113,113,113,113,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,102,2,102,2,2,2,2,101,101,3,3,3,3,3,3,3,132,132,132,132,132,3,3,3,3,3,3,105,105,105,105,105,105,105,4,105,105,105,105,143,143,143,143,143,143,143,143,143,143,143,143,143,143
113,113,113,113,0,113,113,0,0,113,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,2,2,102,102,102,102,102,102,102,2,2,101,101,101,101,3,3,3,3,3,3,3,3,132,132,132,3,3,3,3,132,3,105,105,105,105,105,4,4,4,105,105,105,143,143,143,143,143,143,143,143,143,143,143,143,143,143
113,113,113,113,113,113,113,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,102,102,2,2,102,102,2,2,102,102,102,101,101,101,3,101,101,101,3,3,3,3,3,3,3,3,3,3,3,3,3,3,105,105,105,4,4,4,4,4,105,105,105,143,143,143,143,143,143,143,143,143,143,143,143,143,143
113,0,113,113,0,0,113,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,2,2,102,2,2,2,102,2,102,2,2,2,2,101,101,101,101,101,101,101,101,101,3,3,3,3,3,3,132,3,132,3,3,105,105,105,105,105,105,4,4,105,105,105,105,143,143,143,143,143,143,143,143,143,143,143,143,143,143
113,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,100,100,100,100,2,2,102,2,102,102,102,102,102,2,102,102,102,102,2,2,101,101,101,101,101,101,101,101,3,132,132,3,3,3,132,3,3,3,105,105,105,105,105,105,105,105,105,105,105,105,143,143,143,143,143,143,143,143,143,143,143,143,143,143
113,113,113,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,100,100,102,102,2,2,2,2,102,2,2,102,102,2,2,2,2,2,2,2,101,101,101,101,101,101,101,3,3,3,3,132,132,3,3,3,3,105,105,105,105,105,105,105,105,105,105,105,143,143,143,143,143,143,143,143,143,143,143,143,143,143
113,113,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,102,2,2,2,2,2,2,102,102,2,102,2,2,2,2,2,2,2,2,2,2,101,101,101,101,101,101,3,3,3,132,3,3,3,105,105,105,105,105,105,105,105,105,105,105,105,143,143,143,143,143,143,143,143,143,143,143,143,143,143
113,113,113,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,114,114,1,1,102,2,2,102,2,2,102,102,2,2,102,102,102,102,2,2,2,2,132,2,101,101,101,101,101,101,3,3,3,3,3,3,3,105,105,105,105,105,105,105,105,105,105,105,105,143,143,143,143,143,143,143,143,143,143,143,143,143,143
113,0,0,0,0,112,112,0,0,0,0,0,1,1,1,1,1,1,1,114,114,1,1,1,2,102,102,2,102,102,102,2,2,2,2,102,2,2,102,102,102,2,2,2,2,2,2,101,101,101,101,3,3,3,3,3,3,3,105,105,105,105,105,105,105,105,105,105,105,143,143,143,143,143,143,143,143,143,143,143,143,143,143
